timestamp,order_id,final_score,status,action_taken,distance_km,weather,restaurant_load,image_filename,analysis_text,recommendation,lateness_min
2026-02-23T22:52:18.278801,6810,2.2,"Timeliness: Very Poor, Packaging: Excellent",CRITICAL: Refund Issued,6.51,Clear,High,ok\images (12).jpg,Score: 2.2/5.0. Impacted by significant delay. Context: high restaurant load.,Review Route / Adjust ETA,34.0
2026-02-23T22:52:23.509955,6811,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,11.55,Clear,High,ok\gettyimages-172656126-612x612.jpg,Score: 2.9/5.0. Impacted by significant delay. Context: high restaurant load.,Review Route / Adjust ETA,16.0
2026-02-23T22:52:28.730420,6812,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,14.58,Clear,Medium,ok\gettyimages-184345387-612x612.jpg,Score: 5.0/5.0. ,Standard Protocol,0.0
2026-02-23T22:52:34.022177,6813,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,7.88,Rain,Medium,ok\images (6).jpg,Score: 2.9/5.0. Impacted by significant delay. Context: adverse weather (Rain).,Review Route / Adjust ETA,16.0
2026-02-23T22:52:40.092720,6814,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,15.76,Clear,High,damaged\damaged-package-what-happened-here-genuinely-curious-not-mad-v0-rrhpqcrwnuqb1.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: high restaurant load.",Check Handling,21.0
2026-02-23T22:52:45.329100,6815,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,10.18,Clear,Low,damaged\ndy0ad6ne0ta1.jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. ",Check Handling,32.0
2026-02-23T22:52:50.593183,6816,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,13.67,Clear,Low,damaged\348s.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,21.0
2026-02-23T22:52:56.237888,6817,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,7.17,Clear,Low,ok\gettyimages-184345387-612x612.jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,25.0
2026-02-23T22:53:01.670095,6818,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,3.11,Clear,Medium,ok\images (13).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,27.0
2026-02-23T22:53:06.901121,6819,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,17.59,Clear,Low,ok\gettyimages-172656126-612x612.jpg,Score: 5.0/5.0. ,Standard Protocol,-11.0
2026-02-23T22:53:12.127515,6820,4.3,"Timeliness: Good, Packaging: Excellent",No Action,6.73,Rain,Medium,ok\gettyimages-172656126-612x612.jpg,Score: 4.3/5.0. Context: adverse weather (Rain).,Standard Protocol,5.0
2026-02-23T22:53:17.337815,6821,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,9.29,Clear,Medium,ok\images (7).jpg,Score: 3.6/5.0. ,Standard Protocol,10.0
2026-02-23T22:53:22.510502,6822,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,8.66,Rain,Medium,ok\insulated-delivery-bags-header-image-Recovered.jpg,Score: 2.9/5.0. Impacted by significant delay. Context: adverse weather (Rain).,Review Route / Adjust ETA,16.0
2026-02-23T22:53:27.740401,6823,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,4.52,Rain,Medium,ok\1000_F_118815546_5sxdEsU47nKxFkpgf6g7BaICbnAKjV3f.jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-9.0
2026-02-23T22:53:33.684968,6824,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,16.53,Rain,Medium,damaged\hvgvowp528z71.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,30.0
2026-02-23T22:53:38.869194,6825,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,3.42,Clear,Low,damaged\images (10).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,21.0
2026-02-23T22:53:44.242041,6826,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,17.38,Clear,Medium,damaged\jc0aa5dr3grb1.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,22.0
2026-02-23T22:53:49.722305,6827,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,5.86,Clear,Low,ok\istockphoto-1201187100-612x612.jpg,Score: 5.0/5.0. ,Standard Protocol,-8.0
2026-02-23T22:53:54.877346,6828,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,2.56,Clear,Medium,ok\intro-1675107221.jpg,Score: 3.6/5.0. ,Standard Protocol,8.0
2026-02-23T22:54:00.076880,6829,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,6.29,Clear,Medium,ok\images (12).jpg,Score: 5.0/5.0. ,Standard Protocol,-10.0
2026-02-23T22:54:05.462740,6830,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,16.27,Clear,High,ok\food-delivery-bags.jpg,Score: 5.0/5.0. Context: high restaurant load.,Standard Protocol,-4.0
2026-02-23T22:54:10.726545,6831,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,8.28,Clear,High,damaged\images (3).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: high restaurant load.",Check Handling,29.0
2026-02-23T22:54:15.981016,6832,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,12.95,Clear,High,damaged\G2HI5OgXoAAFbET.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: high restaurant load.",Check Handling,26.0
2026-02-23T22:54:21.196346,6833,4.3,"Timeliness: Good, Packaging: Excellent",No Action,17.38,Clear,Low,ok\cakehai.jpg,Score: 4.3/5.0. ,Standard Protocol,2.0
2026-02-23T22:54:26.531243,6834,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,9.31,Clear,Medium,damaged\qpgw8rvnd3h91.jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. ",Check Handling,33.0
2026-02-23T22:54:31.743502,6835,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,6.8100000000000005,Clear,Medium,ok\images (8).jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,22.0
2026-02-23T22:54:37.039179,6836,4.3,"Timeliness: Good, Packaging: Excellent",No Action,8.79,Rain,Medium,ok\images (1).jpg,Score: 4.3/5.0. Context: adverse weather (Rain).,Standard Protocol,1.0
2026-02-23T22:54:42.325517,6837,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,3.5300000000000002,Rain,Low,ok\Free_Delivery_Bag_Mockup_1.jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-3.0
2026-02-23T22:54:47.527467,6838,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,11.59,Rain,Low,ok\images (6).jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-9.0
2026-02-23T22:54:52.789659,6839,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,6.31,Clear,Medium,ok\istockphoto-475455598-612x612.jpg,Score: 3.6/5.0. ,Standard Protocol,9.0
2026-02-23T22:54:58.044554,6840,4.3,"Timeliness: Good, Packaging: Excellent",No Action,17.12,Rain,Low,ok\360_F_86397793_ARSYcejYoaBPjU6QAY73zWgkgbnkNAvN.jpg,Score: 4.3/5.0. Context: adverse weather (Rain).,Standard Protocol,4.0
2026-02-23T22:55:03.277636,6841,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,16.44,Clear,Medium,ok\a-person-showing-an-open-pizza-box-isolated-over-white-back-ground-JBBFEH.jpg,Score: 5.0/5.0. ,Standard Protocol,-15.0
2026-02-23T22:55:08.547379,6842,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,6.59,Clear,Medium,ok\istockphoto-1299699008-612x612.jpg,Score: 5.0/5.0. ,Standard Protocol,-1.0
2026-02-23T22:55:13.775197,6843,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,13.17,Clear,High,ok\images (16).jpg,Score: 3.6/5.0. Context: high restaurant load.,Standard Protocol,9.0
2026-02-23T22:55:18.984151,6844,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,1.3900000000000001,Clear,Medium,damaged\images (4).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,29.0
2026-02-23T22:55:24.241075,6845,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,15.4,Clear,Low,ok\pngtree-brown-paper-bag-for-food-delivery-or-takeaway-png-image_15993170.png,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,28.0
2026-02-23T22:55:29.616902,6846,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,6.68,Clear,Low,ok\Food-Packaging-Mockup.jpg,Score: 5.0/5.0. ,Standard Protocol,-14.0
2026-02-23T22:55:34.878661,6847,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,3.54,Rain,Medium,damaged\348s (2).jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,32.0
2026-02-23T22:55:40.173276,6848,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,8.5,Rain,Low,damaged\Gu7uWDtaEAA-NMI.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,26.0
2026-02-23T22:55:45.493802,6849,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,3.31,Clear,Low,ok\images (15).jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,30.0
2026-02-23T22:55:50.779452,6850,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,13.53,Clear,High,"ok\713wHFXZ41L._UF350,350_QL80_.jpg",Score: 3.6/5.0. Context: high restaurant load.,Standard Protocol,8.0
2026-02-23T22:55:56.536328,6851,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,6.36,Rain,Medium,damaged\jc0aa5dr3grb1.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,23.0
2026-02-23T22:56:01.783374,6852,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,6.24,Clear,Medium,ok\Screenshot 2025-10-11 013333.png,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,17.0
2026-02-23T22:56:07.191213,6853,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,9.56,Clear,High,damaged\jc0aa5dr3grb1.jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. Context: high restaurant load.",Check Handling,32.0
2026-02-23T22:56:12.394848,6854,4.3,"Timeliness: Good, Packaging: Excellent",No Action,7.19,Rain,Medium,ok\images (14).jpg,Score: 4.3/5.0. Context: adverse weather (Rain).,Standard Protocol,5.0
2026-02-23T22:56:17.718543,6855,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,13.7,Clear,High,damaged\5c0022505164f.image.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: high restaurant load.",Check Handling,22.0
2026-02-23T22:56:22.927705,6856,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,6.97,Clear,Low,ok\images (2).jpg,Score: 5.0/5.0. ,Standard Protocol,-7.0
2026-02-23T22:56:28.390556,6857,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,4.5600000000000005,Clear,High,damaged\ege50fc8r8r91.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: high restaurant load.",Check Handling,23.0
2026-02-23T22:56:33.614725,6858,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,15.15,Clear,Medium,ok\360_F_86397793_ARSYcejYoaBPjU6QAY73zWgkgbnkNAvN.jpg,Score: 5.0/5.0. ,Standard Protocol,-12.0
2026-02-23T22:56:39.189264,6859,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,3.85,Clear,Low,damaged\am-i-wrong-to-complain-v0-aupgol841lgb1.jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. ",Check Handling,35.0
2026-02-23T22:56:44.450740,6860,4.3,"Timeliness: Good, Packaging: Excellent",No Action,9.65,Fog,Medium,"ok\713wHFXZ41L._UF350,350_QL80_.jpg",Score: 4.3/5.0. Context: adverse weather (Fog).,Standard Protocol,5.0
2026-02-23T22:56:49.808893,6861,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,15.49,Clear,Low,damaged\Gu7uWCdb0AULc61.jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. ",Check Handling,33.0
2026-02-23T22:56:55.108243,6862,2.4,"Timeliness: Average, Packaging: Damaged",CRITICAL: Refund Issued,2.39,Clear,Medium,ok\images (11).jpg,Score: 2.4/5.0. Impacted by packaging damage. ,Check Handling,10.0
2026-02-23T22:57:00.625741,6863,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,12.13,Clear,Medium,ok\food-delivery-bags.jpg,Score: 5.0/5.0. ,Standard Protocol,-9.0
2026-02-23T22:57:05.811933,6864,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,15.87,Clear,Low,ok\cfcup.jpg,Score: 5.0/5.0. ,Standard Protocol,0.0
2026-02-23T22:57:11.122972,6865,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,7.9,Clear,Low,ok\istockphoto-1046630756-612x612.jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,18.0
2026-02-23T22:57:16.399271,6866,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,7.79,Rain,Low,ok\images (21).jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-4.0
2026-02-23T22:57:21.599474,6867,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,9.12,Clear,High,ok\images (4).jpg,Score: 5.0/5.0. Context: high restaurant load.,Standard Protocol,-6.0
2026-02-23T22:57:26.801452,6868,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,8.7,Rain,High,ok\images (3).jpg,"Score: 5.0/5.0. Context: adverse weather (Rain), high restaurant load.",Standard Protocol,-1.0
2026-02-23T22:57:32.012698,6869,4.3,"Timeliness: Good, Packaging: Excellent",No Action,5.75,Clear,High,ok\0d2e0c224795573.Y3JvcCwxOTk0LDE1NjAsMTcyLDA.jpg,Score: 4.3/5.0. Context: high restaurant load.,Standard Protocol,1.0
2026-02-23T22:58:02.441194,6870,4.3,"Timeliness: Good, Packaging: Excellent",No Action,11.06,Clear,Low,ok\images (14).jpg,Score: 4.3/5.0. ,Standard Protocol,3.0
2026-02-23T22:58:08.149188,6871,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,7.05,Clear,High,ok\pizza-in-delivery-box-cut-out-on-white-background-ACDCRM.jpg,Score: 5.0/5.0. Context: high restaurant load.,Standard Protocol,-11.0
2026-02-23T22:58:13.465529,6872,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,9.55,Rain,Medium,ok\Free-Craft-Paper-Delivery-Bag-Mockup1.jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-11.0
2026-02-23T22:58:19.629750,6873,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,16.19,Clear,Medium,ok\Food-Packaging-Mockup.jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,24.0
2026-02-23T22:58:25.261175,6874,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,12.3,Rain,High,ok\food-delivery-bags.jpg,"Score: 3.6/5.0. Context: adverse weather (Rain), high restaurant load.",Standard Protocol,8.0
2026-02-23T22:58:30.811021,6875,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,10.92,Rain,Low,damaged\EH90NOCU0AEjP-U.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,26.0
2026-02-23T22:58:36.049094,6876,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,5.71,Rain,Medium,ok\a-person-showing-an-open-pizza-box-isolated-over-white-back-ground-JBBFEH.jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-6.0
2026-02-23T22:58:41.341788,6877,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,16.64,Clear,High,ok\images (2).jpg,Score: 2.9/5.0. Impacted by significant delay. Context: high restaurant load.,Review Route / Adjust ETA,20.0
2026-02-23T22:58:46.652023,6878,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,1.43,Clear,Low,damaged\images (7).jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. ",Check Handling,34.0
2026-02-23T22:58:51.962210,6879,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,9.32,Clear,Medium,ok\Free-Craft-Paper-Delivery-Bag-Mockup1.jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,19.0
2026-02-23T22:58:57.238157,6880,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,16.95,Rain,Medium,ok\images (7).jpg,Score: 2.9/5.0. Impacted by significant delay. Context: adverse weather (Rain).,Review Route / Adjust ETA,18.0
2026-02-23T22:59:02.448916,6881,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,17.25,Rain,Low,ok\360_F_86397793_ARSYcejYoaBPjU6QAY73zWgkgbnkNAvN.jpg,Score: 3.6/5.0. Context: adverse weather (Rain).,Standard Protocol,14.0
2026-02-23T22:59:07.750016,6882,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,8.35,Fog,Medium,ok\gettyimages-172656126-612x612.jpg,Score: 3.6/5.0. Context: adverse weather (Fog).,Standard Protocol,13.0
2026-02-23T22:59:12.952887,6883,4.3,"Timeliness: Good, Packaging: Excellent",No Action,14.97,Rain,Medium,ok\paper-food-delivery-bags.jpg,Score: 4.3/5.0. Context: adverse weather (Rain).,Standard Protocol,3.0
2026-02-23T22:59:18.175007,6884,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,9.39,Clear,Low,ok\images.jpg,Score: 3.6/5.0. ,Standard Protocol,9.0
2026-02-23T22:59:23.447170,6885,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,7.12,Clear,Medium,ok\Food-Packaging-Mockup.jpg,Score: 3.6/5.0. ,Standard Protocol,11.0
2026-02-23T22:59:28.647662,6886,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,10.23,Clear,Medium,ok\paper-food-delivery-bags.jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,19.0
2026-02-23T22:59:33.871291,6887,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,16.9,Rain,Medium,ok\images (8).jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-15.0
2026-02-23T22:59:39.106744,6888,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,15.59,Clear,Medium,ok\images (10).jpg,Score: 5.0/5.0. ,Standard Protocol,-12.0
2026-02-23T22:59:44.338228,6889,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,3.81,Clear,Low,ok\istockphoto-1051095170-612x612.jpg,Score: 5.0/5.0. ,Standard Protocol,-2.0
2026-02-23T22:59:49.569902,6890,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,5.06,Rain,Low,ok\cfcup.jpg,Score: 3.6/5.0. Context: adverse weather (Rain).,Standard Protocol,7.0
2026-02-23T22:59:54.787944,6891,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,10.06,Clear,Medium,ok\istockphoto-1051095170-612x612.jpg,Score: 5.0/5.0. ,Standard Protocol,-9.0
2026-02-23T23:00:00.103034,6892,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,16.61,Clear,High,ok\images.jpg,Score: 2.9/5.0. Impacted by significant delay. Context: high restaurant load.,Review Route / Adjust ETA,27.0
2026-02-23T23:00:05.342116,6893,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,1.26,Clear,High,ok\gettyimages-184345387-612x612.jpg,Score: 2.9/5.0. Impacted by significant delay. Context: high restaurant load.,Review Route / Adjust ETA,17.0
2026-02-23T23:00:10.916361,6894,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,9.15,Clear,Low,damaged\am-i-wrong-to-complain-v0-aupgol841lgb1.jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. ",Check Handling,35.0
2026-02-23T23:00:16.085327,6895,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,5.73,Clear,Medium,ok\istockphoto-184291310-612x612.jpg,Score: 5.0/5.0. ,Standard Protocol,0.0
2026-02-23T23:00:21.261245,6896,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,6.25,Clear,Low,ok\cfcup.jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,17.0
2026-02-23T23:00:26.400004,6897,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,13.64,Clear,Medium,ok\images (1).jpg,Score: 5.0/5.0. ,Standard Protocol,-14.0
2026-02-23T23:00:31.588750,6898,2.2,"Timeliness: Very Poor, Packaging: Excellent",CRITICAL: Refund Issued,1.8900000000000001,Clear,Medium,"ok\713wHFXZ41L._UF350,350_QL80_.jpg",Score: 2.2/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,34.0
2026-02-23T23:00:36.825403,6899,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,8.01,Clear,Medium,ok\Free_Delivery_Bag_Mockup_1.jpg,Score: 5.0/5.0. ,Standard Protocol,-10.0
2026-02-23T23:00:42.033652,6900,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,16.49,Clear,Medium,ok\1000_F_118815546_5sxdEsU47nKxFkpgf6g7BaICbnAKjV3f.jpg,Score: 5.0/5.0. ,Standard Protocol,-11.0
2026-02-23T23:00:47.236633,6901,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,4.51,Clear,Medium,ok\images (7).jpg,Score: 3.6/5.0. ,Standard Protocol,12.0
2026-02-23T23:00:52.599084,6902,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,7.53,Clear,Medium,ok\s-l1200.jpg,Score: 3.6/5.0. ,Standard Protocol,6.0
2026-02-23T23:00:57.799828,6903,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,3.34,Clear,High,ok\images (3).jpg,Score: 2.9/5.0. Impacted by significant delay. Context: high restaurant load.,Review Route / Adjust ETA,18.0
2026-02-23T23:01:03.104378,6904,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,11.39,Fog,Low,ok\images (1).jpg,Score: 3.6/5.0. Context: adverse weather (Fog).,Standard Protocol,9.0
2026-02-23T23:01:08.527059,6905,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,13.46,Rain,Low,ok\images (14).jpg,Score: 2.9/5.0. Impacted by significant delay. Context: adverse weather (Rain).,Review Route / Adjust ETA,18.0
2026-02-23T23:01:13.747288,6906,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,17.3,Fog,High,damaged\images (1).jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Fog), high restaurant load.",Check Handling,34.0
2026-02-23T23:01:18.950346,6907,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,13.74,Clear,Low,ok\images (8).jpg,Score: 5.0/5.0. ,Standard Protocol,-13.0
2026-02-23T23:01:24.178837,6908,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,2.9699999999999998,Rain,Medium,ok\Food-Packaging-Mockup.jpg,Score: 2.9/5.0. Impacted by significant delay. Context: adverse weather (Rain).,Review Route / Adjust ETA,17.0
2026-02-23T23:01:29.408103,6909,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,12.63,Clear,High,ok\images (16).jpg,Score: 3.6/5.0. Context: high restaurant load.,Standard Protocol,12.0
2026-02-23T23:01:34.657307,6910,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,1.12,Rain,High,"ok\713wHFXZ41L._UF350,350_QL80_.jpg","Score: 5.0/5.0. Context: adverse weather (Rain), high restaurant load.",Standard Protocol,-4.0
2026-02-23T23:01:39.907330,6911,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,17.93,Clear,Low,ok\213d6a60eaa7ba3cd4e704c64f7d85a8.jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,19.0
2026-02-23T23:01:45.123810,6912,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,2.04,Clear,High,damaged\images (14).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: high restaurant load.",Check Handling,21.0
2026-02-23T23:01:50.335971,6913,2.4,"Timeliness: Average, Packaging: Damaged",CRITICAL: Refund Issued,15.52,Clear,High,ok\images (13).jpg,Score: 2.4/5.0. Impacted by packaging damage. Context: high restaurant load.,Check Handling,15.0
2026-02-23T23:01:55.571545,6914,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,9.48,Clear,High,damaged\348s.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: high restaurant load.",Check Handling,26.0
2026-02-23T23:02:00.809127,6915,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,8.82,Clear,High,ok\images (21).jpg,Score: 3.6/5.0. Context: high restaurant load.,Standard Protocol,6.0
2026-02-23T23:02:06.003455,6916,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,14.33,Clear,High,ok\213d6a60eaa7ba3cd4e704c64f7d85a8.jpg,Score: 5.0/5.0. Context: high restaurant load.,Standard Protocol,-4.0
2026-02-23T23:02:11.211369,6917,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,13.04,Clear,High,ok\images (21).jpg,Score: 5.0/5.0. Context: high restaurant load.,Standard Protocol,-5.0
2026-02-23T23:02:16.441676,6918,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,1.35,Clear,High,ok\istockphoto-1299699008-612x612.jpg,Score: 2.9/5.0. Impacted by significant delay. Context: high restaurant load.,Review Route / Adjust ETA,22.0
2026-02-23T23:02:21.664765,6919,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,2.4,Clear,Medium,damaged\images (13).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,27.0
2026-02-23T23:02:26.964506,6920,4.3,"Timeliness: Good, Packaging: Excellent",No Action,4.26,Rain,Medium,ok\food-delivery-bags.jpg,Score: 4.3/5.0. Context: adverse weather (Rain).,Standard Protocol,5.0
2026-02-23T23:02:32.256616,6921,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,14.68,Rain,High,ok\Free-Kraft-Paper-Bag-With-Coffee-Cup-Mockup-PSD-File.jpg,"Score: 5.0/5.0. Context: adverse weather (Rain), high restaurant load.",Standard Protocol,-11.0
2026-02-23T23:02:37.490918,6922,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,5.45,Rain,Low,ok\images (10).jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-4.0
